epsilon,episode,policy,raw_pnl,full_objective,mean_absolute_inventory,terminal_absolute_inventory,steps_taken,raw_pnl_pct,full_objective_pct
0.0005,16,randomised,75.44819597299892,75.31241847299891,2.50525,5.0,4000,0.007544819597299892,0.007531241847299892
0.0005,16,naive,77.33127094679548,77.15762344679548,2.67775,6.0,4000,0.007733127094679548,0.007715762344679548
0.0005,17,oracle,55.07684051930215,54.95375551930215,2.8785,3.0,4000,0.005507684051930216,0.005495375551930215
0.0005,17,belief,55.08053589179167,54.957450891791666,2.8785,3.0,4000,0.005508053589179167,0.0054957450891791665
0.0005,17,randomised,55.078838027290374,54.95575302729037,2.8785,3.0,4000,0.005507883802729038,0.005495575302729037
0.0005,17,naive,55.67693767323199,55.551302673232,3.04,0.0,4000,0.005567693767323199,0.0055551302673232
0.0005,18,oracle,64.81552785321273,64.59404785321271,3.7245,1.0,4000,0.006481552785321273,0.006459404785321271
0.0005,18,belief,64.81692026550672,64.59544026550671,3.7245,1.0,4000,0.006481692026550673,0.006459544026550671
0.0005,18,randomised,64.8155196464373,64.59403964643728,3.7245,1.0,4000,0.00648155196464373,0.0064594039646437285
0.0005,18,naive,66.70007002833219,66.52642752833219,3.35725,2.0,4000,0.006670007002833219,0.006652642752833219
0.0005,19,oracle,63.32154974415755,62.938077244157554,4.95825,10.0,4000,0.006332154974415754,0.006293807724415755
0.0005,19,belief,63.32174845998634,62.93827595998634,4.95825,10.0,4000,0.006332174845998634,0.006293827595998635
0.0005,19,randomised,63.322058344874335,62.93858584487434,4.95825,10.0,4000,0.006332205834487433,0.0062938585844874335
0.0005,19,naive,61.7289079518448,60.40657295184483,9.3715,18.0,4000,0.00617289079518448,0.006040657295184482
